ENSEMBL	ENTREZID	SYMBOL	GENENAME
ENSG00000197093	79690	GAL3ST4	galactose-3-O-sulfotransferase 4
ENSG00000197102	1778	DYNC1H1	dynein cytoplasmic 1 heavy chain 1
ENSG00000197106	388662	SLC6A17	solute carrier family 6 member 17
ENSG00000197111	5094	PCBP2	poly(rC) binding protein 2
ENSG00000197114	84619	ZGPAT	zinc finger CCCH-type and G-patch domain containing
ENSG00000197119	123096	SLC25A29	solute carrier family 25 member 29
ENSG00000197121	80055	PGAP1	post-GPI attachment to proteins inositol deacylase 1
ENSG00000197122	6714	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
ENSG00000197124	91120	ZNF682	zinc finger protein 682
ENSG00000197125	26493	OR8B8	olfactory receptor family 8 subfamily B member 8
ENSG00000197128	400720	ZNF772	zinc finger protein 772
ENSG00000197134	113835	ZNF257	zinc finger protein 257
ENSG00000197136	399909	PCNX3	pecanex 3
ENSG00000197140	203102	ADAM32	ADAM metallopeptidase domain 32
ENSG00000197142	51703	ACSL5	acyl-CoA synthetase long chain family member 5
ENSG00000197147	23507	LRRC8B	leucine rich repeat containing 8 VRAC subunit B
ENSG00000197150	11194	ABCB8	ATP binding cassette subfamily B member 8
ENSG00000197153	8356	H3C12	H3 clustered histone 12
ENSG00000197157	27044	SND1	staphylococcal nuclease and tudor domain containing 1
ENSG00000197162	146540	ZNF785	zinc finger protein 785
ENSG00000197165	6799	SULT1A2	sulfotransferase family 1A member 2
ENSG00000197168	341676	NEK5	NIMA related kinase 5
ENSG00000197170	5718	PSMD12	proteasome 26S subunit, non-ATPase 12
ENSG00000197181	55124	PIWIL2	piwi like RNA-mediated gene silencing 2
ENSG00000197183	140688	NOL4L	nucleolar protein 4 like
ENSG00000197191	375791	CYSRT1	cysteine rich tail 1
ENSG00000197208	6583	SLC22A4	solute carrier family 22 member 4
ENSG00000197217	9583	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4
ENSG00000197223	10438	C1D	C1D nuclear receptor corepressor
ENSG00000197226	23061	TBC1D9B	TBC1 domain family member 9B
ENSG00000197238	8363	H4C11	H4 clustered histone 11
ENSG00000197245	79927	FAM110D	family with sequence similarity 110 member D
ENSG00000197249	5265	SERPINA1	serpin family A member 1
ENSG00000197253	64499	TPSB2	tryptase beta 2
ENSG00000197256	25959	KANK2	KN motif and ankyrin repeat domains 2
ENSG00000197261	135398	C6orf141	chromosome 6 open reading frame 141
ENSG00000197265	2961	GTF2E2	general transcription factor IIE subunit 2
ENSG00000197272	246778	IL27	interleukin 27
ENSG00000197275	25788	RAD54B	RAD54 homolog B
ENSG00000197279	7718	ZNF165	zinc finger protein 165
ENSG00000197283	8831	SYNGAP1	synaptic Ras GTPase activating protein 1
ENSG00000197296	128486	FITM2	fat storage inducing transmembrane protein 2
ENSG00000197299	641	BLM	BLM RecQ like helicase
ENSG00000197302	124411	KRBOX5	KRAB box domain containing 5
ENSG00000197312	84301	DDI2	DNA damage inducible 1 homolog 2
ENSG00000197321	6840	SVIL	supervillin
ENSG00000197323	51592	TRIM33	tripartite motif containing 33
ENSG00000197324	26020	LRP10	LDL receptor related protein 10
ENSG00000197329	57162	PELI1	pellino E3 ubiquitin protein ligase 1
ENSG00000197343	79027	ZNF655	zinc finger protein 655
ENSG00000197345	219927	MRPL21	mitochondrial ribosomal protein L21
ENSG00000197353	137797	LYPD2	LY6/PLAUR domain containing 2
ENSG00000197355	91373	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
ENSG00000197361	283807	FBXL22	F-box and leucine rich repeat protein 22
ENSG00000197362	136051	ZNF786	zinc finger protein 786
ENSG00000197363	340385	ZNF517	zinc finger protein 517
ENSG00000197372	171392	ZNF675	zinc finger protein 675
ENSG00000197375	6584	SLC22A5	solute carrier family 22 member 5
ENSG00000197380	147906	DACT3	dishevelled binding antagonist of beta catenin 3
ENSG00000197381	104	ADARB1	adenosine deaminase RNA specific B1
ENSG00000197385	344787	ZNF860	zinc finger protein 860
ENSG00000197386	3064	HTT	huntingtin
ENSG00000197405	728	C5AR1	complement C5a receptor 1
ENSG00000197408	1555	CYP2B6	cytochrome P450 family 2 subfamily B member 6
ENSG00000197409	8351	H3C4	H3 clustered histone 4
ENSG00000197410	54798	DCHS2	dachsous cadherin-related 2
ENSG00000197415	79674	VEPH1	ventricular zone expressed PH domain containing 1
ENSG00000197417	23729	SHPK	sedoheptulokinase
ENSG00000197429	3652	IPP	intracisternal A particle-promoted polypeptide
ENSG00000197442	4217	MAP3K5	mitogen-activated protein kinase kinase kinase 5
ENSG00000197446	1572	CYP2F1	cytochrome P450 family 2 subfamily F member 1
ENSG00000197448	373156	GSTK1	glutathione S-transferase kappa 1
ENSG00000197451	3182	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B
ENSG00000197454	81466	OR2L5	olfactory receptor family 2 subfamily L member 5
ENSG00000197457	50861	STMN3	stathmin 3
ENSG00000197461	5154	PDGFA	platelet derived growth factor subunit A
ENSG00000197465	2996	GYPE	glycophorin E (MNS blood group)
ENSG00000197471	6693	SPN	sialophorin
ENSG00000197472	57116	ZNF695	zinc finger protein 695
ENSG00000197479	56125	PCDHB11	protocadherin beta 11
ENSG00000197483	89887	ZNF628	zinc finger protein 628
ENSG00000197496	81031	SLC2A10	solute carrier family 2 member 10
ENSG00000197497	79788	ZNF665	zinc finger protein 665
ENSG00000197498	84154	RPF2	ribosome production factor 2 homolog
ENSG00000197506	64078	SLC28A3	solute carrier family 28 member 3
ENSG00000197520	400823	FAM177B	family with sequence similarity 177 member B
ENSG00000197530	142678	MIB2	MIB E3 ubiquitin protein ligase 2
ENSG00000197532	391112	OR6Y1	olfactory receptor family 6 subfamily Y member 1
ENSG00000197535	4644	MYO5A	myosin VA
ENSG00000197540	3004	GZMM	granzyme M
ENSG00000197548	10533	ATG7	autophagy related 7
ENSG00000197555	26037	SIPA1L1	signal induced proliferation associated 1 like 1
ENSG00000197557	92104	TTC30A	tetratricopeptide repeat domain 30A
ENSG00000197562	57799	RAB40C	RAB40C, member RAS oncogene family
ENSG00000197563	23556	PIGN	phosphatidylinositol glycan anchor biosynthesis class N
ENSG00000197565	1288	COL4A6	collagen type IV alpha 6 chain
ENSG00000197566	57547	ZNF624	zinc finger protein 624
ENSG00000197568	11147	HHLA3	HERV-H LTR-associating 3
ENSG00000197579	10210	TOPORS	TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase
ENSG00000197580	83875	BCO2	beta-carotene oxygenase 2
ENSG00000197584	10242	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2
ENSG00000197586	955	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6
ENSG00000197587	127343	DMBX1	diencephalon/mesencephalon homeobox 1
ENSG00000197594	5167	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1
ENSG00000197599	645811	CCDC154	coiled-coil domain containing 154
ENSG00000197601	84188	FAR1	fatty acyl-CoA reductase 1
ENSG00000197603	65250	CPLANE1	ciliogenesis and planar polarity effector complex subunit 1
ENSG00000197608	284371	ZNF841	zinc finger protein 841
ENSG00000197614	8076	MFAP5	microfibril associated protein 5
ENSG00000197619	284370	ZNF615	zinc finger protein 615
ENSG00000197620	91966	EOLA1	endothelium and lymphocyte associated ASCH domain 1
ENSG00000197622	56882	CDC42SE1	CDC42 small effector 1
ENSG00000197629	219972	MPEG1	macrophage expressed 1
ENSG00000197632	5055	SERPINB2	serpin family B member 2
ENSG00000197635	1803	DPP4	dipeptidyl peptidase 4
ENSG00000197641	5275	SERPINB13	serpin family B member 13
ENSG00000197646	80380	PDCD1LG2	programmed cell death 1 ligand 2
ENSG00000197647	163059	ZNF433	zinc finger protein 433
ENSG00000197653	196385	DNAH10	dynein axonemal heavy chain 10
ENSG00000197694	6709	SPTAN1	spectrin alpha, non-erythrocytic 1
ENSG00000197696	4828	NMB	neuromedin B
ENSG00000197702	55742	PARVA	parvin alpha
ENSG00000197705	57565	KLHL14	kelch like family member 14
ENSG00000197712	92689	FAM114A1	family with sequence similarity 114 member A1
ENSG00000197713	6120	RPE	ribulose-5-phosphate-3-epimerase
ENSG00000197714	10794	ZNF460	zinc finger protein 460
ENSG00000197721	1379	CR1L	complement C3b/C4b receptor 1 like
ENSG00000197724	5253	PHF2	PHD finger protein 2
ENSG00000197728	6231	RPS26	ribosomal protein S26
ENSG00000197734	283579	C14orf178	chromosome 14 open reading frame 178
ENSG00000197746	5660	PSAP	prosaposin
ENSG00000197747	6281	S100A10	S100 calcium binding protein A10
ENSG00000197748	80217	CFAP43	cilia and flagella associated protein 43
ENSG00000197753	222662	LHFPL5	LHFPL tetraspan subfamily member 5
ENSG00000197756	6168	RPL37A	ribosomal protein L37a
ENSG00000197763	114112	TXNRD3	thioredoxin reductase 3
ENSG00000197766	1675	CFD	complement factor D
ENSG00000197768	441476	STPG3	sperm-tail PG-rich repeat containing 3
ENSG00000197771	79892	MCMBP	minichromosome maintenance complex binding protein
ENSG00000197774	197342	EME2	essential meiotic structure-specific endonuclease subunit 2
ENSG00000197776	122773	KLHDC1	kelch domain containing 1
ENSG00000197779	347344	ZNF81	zinc finger protein 81
ENSG00000197780	6884	TAF13	TATA-box binding protein associated factor 13
ENSG00000197782	284323	ZNF780A	zinc finger protein 780A
ENSG00000197785	55210	ATAD3A	ATPase family AAA domain containing 3A
ENSG00000197798	79607	FAM118B	family with sequence similarity 118 member B
ENSG00000197808	92283	ZNF461	zinc finger protein 461
ENSG00000197816	100499483	CCDC180	coiled-coil domain containing 180
ENSG00000197818	23315	SLC9A8	solute carrier family 9 member A8
ENSG00000197822	100506658	OCLN	occludin
ENSG00000197826	255119	CFAP299	cilia and flagella associated protein 299
ENSG00000197837	121504	H4-16	H4 histone 16
ENSG00000197838	1553	CYP2A13	cytochrome P450 family 2 subfamily A member 13
ENSG00000197841	339318	ZNF181	zinc finger protein 181
ENSG00000197849	26494	OR8G1	olfactory receptor family 8 subfamily G member 1
ENSG00000197852	55924	INKA2	inka box actin regulator 2
ENSG00000197857	51710	ZNF44	zinc finger protein 44
ENSG00000197858	8733	GPAA1	glycosylphosphatidylinositol anchor attachment 1
ENSG00000197859	9719	ADAMTSL2	ADAMTS like 2
ENSG00000197860	54557	SGTB	small glutamine rich tetratricopeptide repeat co-chaperone beta
ENSG00000197863	388536	ZNF790	zinc finger protein 790
ENSG00000197870	5544	PRB3	proline rich protein BstNI subfamily 3
ENSG00000197872	81553	CYRIA	CYFIP related Rac1 interactor A
ENSG00000197879	4641	MYO1C	myosin IC
ENSG00000197885	28512	NKIRAS1	NFKB inhibitor interacting Ras like 1
ENSG00000197889	644890	MEIG1	meiosis/spermiogenesis associated 1
ENSG00000197892	23303	KIF13B	kinesin family member 13B
ENSG00000197894	128	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
ENSG00000197903	85236	H2BC12	H2B clustered histone 12
ENSG00000197912	6687	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin
ENSG00000197915	388697	HRNR	hornerin
ENSG00000197928	342926	ZNF677	zinc finger protein 677
ENSG00000197930	30001	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha
ENSG00000197933	55552	ZNF823	zinc finger protein 823
ENSG00000197935	282890	ZNF311	zinc finger protein 311
ENSG00000197937	84671	ZNF347	zinc finger protein 347
ENSG00000197943	5336	PLCG2	phospholipase C gamma 2
ENSG00000197948	89848	FCHSD1	FCH and double SH3 domains 1
ENSG00000197951	58491	ZNF71	zinc finger protein 71
ENSG00000197953	344752	AADACL2	arylacetamide deacetylase like 2
ENSG00000197956	6277	S100A6	S100 calcium binding protein A6
ENSG00000197958	6136	RPL12	ribosomal protein L12
ENSG00000197959	26052	DNM3	dynamin 3
ENSG00000197961	7675	ZNF121	zinc finger protein 121
ENSG00000197965	9019	MPZL1	myelin protein zero like 1
ENSG00000197969	23230	VPS13A	vacuolar protein sorting 13 homolog A
ENSG00000197971	4155	MBP	myelin basic protein
ENSG00000197976	8227	AKAP17A	A-kinase anchoring protein 17A
ENSG00000197978	440295	GOLGA6L9	golgin A6 family like 9
ENSG00000197980	389170	LEKR1	leucine, glutamate and lysine rich 1
ENSG00000197982	127687	C1orf122	chromosome 1 open reading frame 122
ENSG00000197992	283420	CLEC9A	C-type lectin domain containing 9A
ENSG00000198000	55035	NOL8	nucleolar protein 8
ENSG00000198001	51135	IRAK4	interleukin 1 receptor associated kinase 4
ENSG00000198003	115948	ODAD3	outer dynein arm docking complex subunit 3
ENSG00000198015	28977	MRPL42	mitochondrial ribosomal protein L42
ENSG00000198018	57089	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
ENSG00000198019	2210	FCGR1BP	Fc gamma receptor Ib, pseudogene
ENSG00000198026	63925	ZNF335	zinc finger protein 335
ENSG00000198034	6191	RPS4X	ribosomal protein S4 X-linked
ENSG00000198039	10793	ZNF273	zinc finger protein 273
ENSG00000198040	7637	ZNF84	zinc finger protein 84
ENSG00000198042	84549	MAK16	MAK16 homolog
ENSG00000198046	63934	ZNF667	zinc finger protein 667
ENSG00000198053	140885	SIRPA	signal regulatory protein alpha
ENSG00000198055	2870	GRK6	G protein-coupled receptor kinase 6
ENSG00000198056	5557	PRIM1	DNA primase subunit 1
ENSG00000198060	54708	MARCHF5	membrane associated ring-CH-type finger 5
ENSG00000198062	23784	POTEH	POTE ankyrin domain family member H
ENSG00000198064	613037	NPIPB13	nuclear pore complex interacting protein family, member B13
ENSG00000198074	57016	AKR1B10	aldo-keto reductase family 1 member B10
ENSG00000198075	27233	SULT1C4	sulfotransferase family 1C member 4
ENSG00000198077	1549	CYP2A7	cytochrome P450 family 2 subfamily A member 7
ENSG00000198081	7541	ZBTB14	zinc finger and BTB domain containing 14
ENSG00000198087	23607	CD2AP	CD2 associated protein
ENSG00000198088	54830	NUP62CL	nucleoporin 62 C-terminal like
ENSG00000198089	9814	SFI1	SFI1 centrin binding protein
ENSG00000198093	65251	ZNF649	zinc finger protein 649
ENSG00000198099	127	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide
ENSG00000198104	254879	OR2T6	olfactory receptor family 2 subfamily T member 6
ENSG00000198105	57209	ZNF248	zinc finger protein 248
ENSG00000198113	54863	TOR4A	torsin family 4 member A
ENSG00000198121	1902	LPAR1	lysophosphatidic acid receptor 1
ENSG00000198125	4151	MB	myoglobin
ENSG00000198128	391192	OR2L3	olfactory receptor family 2 subfamily L member 3
ENSG00000198130	26275	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
ENSG00000198131	27300	ZNF544	zinc finger protein 544
ENSG00000198133	161145	TMEM229B	transmembrane protein 229B
ENSG00000198142	65124	SOWAHC	sosondowah ankyrin repeat domain family member C
ENSG00000198146	54989	ZNF770	zinc finger protein 770
ENSG00000198156	728741	NPIPB6	nuclear pore complex interacting protein family member B6
ENSG00000198157	79366	HMGN5	high mobility group nucleosome binding domain 5
ENSG00000198160	57708	MIER1	MIER1 transcriptional regulator
ENSG00000198162	10905	MAN1A2	mannosidase alpha class 1A member 2
ENSG00000198168	258010	SVIP	small VCP interacting protein
ENSG00000198169	90987	ZNF251	zinc finger protein 251
ENSG00000198171	65992	DDRGK1	DDRGK domain containing 1
ENSG00000198176	7027	TFDP1	transcription factor Dp-1
ENSG00000198178	170482	CLEC4C	C-type lectin domain family 4 member C
ENSG00000198182	84775	ZNF607	zinc finger protein 607
ENSG00000198183	51297	BPIFA1	BPI fold containing family A member 1
ENSG00000198185	55713	ZNF334	zinc finger protein 334
ENSG00000198189	51170	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
ENSG00000198198	23334	SZT2	SZT2 subunit of KICSTOR complex
ENSG00000198203	6819	SULT1C2	sulfotransferase family 1C member 2
ENSG00000198205	7789	ZXDA	zinc finger X-linked duplicated A
ENSG00000198208	83694	RPS6KL1	ribosomal protein S6 kinase like 1
ENSG00000198216	777	CACNA1E	calcium voltage-gated channel subunit alpha1 E
ENSG00000198218	54870	QRICH1	glutamine rich 1
ENSG00000198223	1438	CSF2RA	colony stimulating factor 2 receptor subunit alpha
ENSG00000198231	11325	DDX42	DEAD-box helicase 42
ENSG00000198242	6147	RPL23A	ribosomal protein L23a
ENSG00000198246	55315	SLC29A3	solute carrier family 29 member 3
ENSG00000198252	6815	STYX	serine/threonine/tyrosine interacting protein
ENSG00000198258	59286	UBL5	ubiquitin like 5
ENSG00000198265	9931	HELZ	helicase with zinc finger
ENSG00000198270	89894	TMEM116	transmembrane protein 116
ENSG00000198276	54963	UCKL1	uridine-cytidine kinase 1 like 1
ENSG00000198286	84433	CARD11	caspase recruitment domain family member 11
ENSG00000198298	220992	ZNF485	zinc finger protein 485
ENSG00000198301	55153	SDAD1	SDA1 domain containing 1
ENSG00000198315	7745	ZKSCAN8	zinc finger with KRAB and SCAN domains 8
ENSG00000198324	144717	PHETA1	PH domain containing endocytic trafficking adaptor 1
ENSG00000198331	219844	HYLS1	HYLS1 centriolar and ciliogenesis associated
ENSG00000198342	79973	ZNF442	zinc finger protein 442
ENSG00000198346	126017	ZNF813	zinc finger protein 813
ENSG00000198355	415116	PIM3	Pim-3 proto-oncogene, serine/threonine kinase
ENSG00000198356	439	GET3	guided entry of tail-anchored proteins factor 3, ATPase
ENSG00000198363	444	ASPH	aspartate beta-hydroxylase
ENSG00000198369	200734	SPRED2	sprouty related EVH1 domain containing 2
ENSG00000198373	11060	WWP2	WW domain containing E3 ubiquitin protein ligase 2
ENSG00000198380	2673	GFPT1	glutamine--fructose-6-phosphate transaminase 1
ENSG00000198382	7405	UVRAG	UV radiation resistance associated
ENSG00000198393	7574	ZNF26	zinc finger protein 26
ENSG00000198399	50618	ITSN2	intersectin 2
ENSG00000198400	4914	NTRK1	neurotrophic receptor tyrosine kinase 1
ENSG00000198408	10724	OGA	O-GlcNAcase
ENSG00000198417	4494	MT1F	metallothionein 1F
ENSG00000198420	9747	TCAF1	TRPM8 channel associated factor 1
ENSG00000198429	7620	ZNF69	zinc finger protein 69
ENSG00000198431	7296	TXNRD1	thioredoxin reductase 1
ENSG00000198435	441478	NRARP	NOTCH regulated ankyrin repeat protein
ENSG00000198440	147949	ZNF583	zinc finger protein 583
ENSG00000198453	374900	ZNF568	zinc finger protein 568
ENSG00000198455	158586	ZXDB	zinc finger X-linked duplicated B
ENSG00000198464	147657	ZNF480	zinc finger protein 480
ENSG00000198466	84914	ZNF587	zinc finger protein 587
ENSG00000198467	7169	TPM2	tropomyosin 2
ENSG00000198471	344892	RTP2	receptor transporter protein 2
ENSG00000198478	83699	SH3BGRL2	SH3 domain binding glutamate rich protein like 2
ENSG00000198482	388558	ZNF808	zinc finger protein 808
ENSG00000198483	148741	ANKRD35	ankyrin repeat domain 35
ENSG00000198488	192134	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6
ENSG00000198492	51441	YTHDF2	YTH N6-methyladenosine RNA binding protein 2
ENSG00000198498	55319	TMA16	translation machinery associated 16 homolog
ENSG00000198502	3127	HLA-DRB5	major histocompatibility complex, class II, DR beta 5
ENSG00000198513	51062	ATL1	atlastin GTPase 1
ENSG00000198515	1259	CNGA1	cyclic nucleotide gated channel subunit alpha 1
ENSG00000198517	7975	MAFK	MAF bZIP transcription factor K
